City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,elesbao veloso,-6.2019,-42.1403,34.35,25,8,2.88,BR,1723123902
277,douz,33.4663,9.0203,38.92,20,0,4.2,TN,1723123903
278,hastings,50.8552,0.5729,21.85,75,59,8.23,GB,1723123904
279,puerto leguizamo,-0.1934,-74.7819,24.52,81,78,0.77,CO,1723123905
280,la sarre,48.8002,-79.1996,16.14,64,100,3.42,CA,1723123811
281,santa rosa de lima,13.6247,-87.8936,25.08,84,100,1.0,SV,1723123908
282,ben lomond,37.0891,-122.0863,16.12,91,0,0.14,US,1723123909
283,ebon,4.582,168.6964,27.84,75,99,2.73,MH,1723123910
284,saint-francois,46.4154,3.9054,25.92,44,0,2.06,FR,1723123911
285,cidreira,-30.1811,-50.2056,14.92,86,97,3.09,BR,1723123912
286,katoomba,-33.7198,150.3074,3.93,84,100,1.72,AU,1723123913
287,mbandaka,0.0487,18.2603,30.38,44,90,0.25,CD,1723123914
288,nyurba,63.2842,118.3319,14.81,59,14,1.87,RU,1723123915
289,paraiso,9.8383,-83.8656,20.05,91,100,0.72,CR,1723123917
290,drayton valley,53.2168,-114.9854,11.09,84,14,1.66,CA,1723123918
291,mariental,-24.6333,17.9667,28.08,12,0,13.74,NA,1723123919
292,nagqu,31.5,92.0,6.07,94,100,1.16,CN,1723123920
293,slave lake,55.2834,-114.769,9.99,100,75,3.09,CA,1723123921
294,along,28.1667,94.7667,22.19,99,95,0.57,IN,1723123922
295,al kharijah,25.4514,30.5464,42.06,13,7,0.77,EG,1723123923
296,khandyga,62.6667,135.6,11.68,84,7,0.61,RU,1723123924
297,jutai,-5.1833,-68.9,31.72,45,0,0.36,BR,1723124267
298,kirakira,-10.4544,161.9205,25.52,88,100,4.12,SB,1723124267
299,paradip garh,20.3167,86.6167,28.44,82,86,5.42,IN,1723124267
300,fisterra,42.9049,-9.2629,29.61,81,0,11.89,ES,1723124267
301,san luis de la loma,17.2706,-100.8939,27.4,76,81,1.58,MX,1723124268
302,ambert,45.55,3.75,26.05,28,47,1.86,FR,1723124268
303,rio de janeiro,-22.9028,-43.2075,30.12,42,0,1.54,BR,1723124048
304,flying fish cove,-10.4217,105.6791,24.82,88,100,7.72,CX,1723124268
305,gadzhiyevo,69.2551,33.3362,21.33,39,100,3.44,RU,1723124268
306,shetpe,44.1667,52.1167,29.86,34,0,7.58,KZ,1723124268
307,gemena,3.25,19.7667,33.79,37,98,2.24,CD,1723124268
308,talodi,10.6325,30.3797,26.46,77,98,3.69,SD,1723124268
309,pacific grove,36.6177,-121.9166,13.26,96,100,2.68,US,1723124268
310,mae hong son,19.3003,97.9685,23.56,99,17,0.97,TH,1723124268
311,arkhangel'sk,64.5401,40.5433,24.06,46,40,5.0,RU,1723124269
312,gisborne,-38.6533,178.0042,9.96,95,100,1.37,NZ,1723124269
313,itamaraca,-7.7478,-34.8256,27.03,64,25,4.9,BR,1723124269
314,masjed soleyman,31.9364,49.3039,47.26,7,0,4.23,IR,1723124269
315,jiayuguan,39.8167,98.3,19.25,56,87,5.55,CN,1723124269
316,south cleveland,35.1412,-84.8722,27.92,86,0,2.57,US,1723124269
317,madimba,-10.4,40.3333,30.62,51,40,5.14,TZ,1723124269
318,ust-tsilma,65.441,52.1498,22.56,37,2,2.04,RU,1723124269
319,lae,-6.7221,146.9847,21.58,93,58,2.8,PG,1723124269
320,camarinas,43.1311,-9.1817,26.77,77,0,8.4,ES,1723124270
321,cadale,2.7603,46.3222,26.03,73,65,8.88,SO,1723124270
322,avanigadda,16.0215,80.9181,29.41,74,92,2.36,IN,1723124270
323,douglas,41.3,-96.167,19.9,86,100,7.72,US,1723124189
324,kilindoni,-7.9139,39.6668,25.7,71,14,6.55,TZ,1723124270
325,puerto santa,-8.9906,-78.6456,17.41,81,93,3.88,PE,1723124270
326,walvis bay,-22.9575,14.5053,16.53,63,75,0.0,NA,1723124270
327,george town,5.4112,100.3354,29.97,58,20,3.6,MY,1723124270
328,kattivakkam,13.2167,80.3167,29.54,85,27,3.0,IN,1723124270
329,coxen hole,16.3244,-86.5366,27.6,83,20,2.06,HN,1723124270
330,beaufort,5.3473,115.7455,24.18,96,100,0.99,MY,1723124271
331,buala,-8.145,159.5921,24.95,92,100,1.38,SB,1723124271
332,fortuna,40.5982,-124.1573,12.74,94,82,0.89,US,1723124271
333,ad dilam,23.9915,47.1627,45.23,6,16,6.48,SA,1723124271
334,island harbour,50.724,-1.2758,18.42,77,100,4.02,GB,1723124271
335,kaka,37.3482,59.6143,40.59,9,5,5.16,TM,1723124271
336,chokwe,-24.5333,32.9833,31.08,24,0,4.54,MZ,1723124271
337,imperatriz,-5.5264,-47.4917,32.03,45,0,1.03,BR,1723124271
338,oranjemund,-28.55,16.4333,16.75,61,80,7.95,NA,1723124271
339,mokhsogollokh,61.4681,128.9203,11.95,69,100,0.36,RU,1723124271
340,camapua,-19.5314,-54.0439,27.7,27,99,2.86,BR,1723124272
341,livorno,43.2333,10.5833,29.68,57,4,3.08,IT,1723124272
342,itoman,26.1247,127.6694,30.01,81,20,2.06,JP,1723124272
343,isangel,-19.55,169.2667,20.9,81,88,4.27,VU,1723123978
344,gornyak,50.9942,81.4661,22.43,68,94,1.83,RU,1723124272
345,codrington,-38.2667,141.9667,11.23,85,74,5.21,AU,1723124272
346,mossel bay,-34.1831,22.146,16.96,74,3,2.88,ZA,1723124272
347,prado,-17.3411,-39.2208,25.52,55,1,3.78,BR,1723124272
348,orchard homes,46.8633,-114.0484,16.08,69,0,4.12,US,1723124273
349,margherita,27.2833,95.6833,24.89,98,70,1.03,IN,1723124273
350,'alaqahdari dishu,30.4374,63.313,41.72,7,0,3.51,AF,1723123986
351,baie-comeau,49.2168,-68.1489,17.82,59,40,2.06,CA,1723124249
352,arish,31.1316,33.7984,33.1,55,0,3.09,EG,1723124273
353,klamath falls,42.2249,-121.7817,11.7,72,0,0.0,US,1723124273
354,coruripe,-10.1256,-36.1756,24.61,81,63,5.04,BR,1723124273
355,mukalla,14.5425,49.1242,34.48,48,20,10.43,YE,1723124274
356,aasiaat,68.7098,-52.8699,3.47,90,100,4.07,GL,1723124274
357,bodaybo,57.8506,114.1933,17.74,84,84,2.13,RU,1723124274
358,port saint john's,-31.6229,29.5448,28.73,37,0,7.17,ZA,1723124274
359,axim,4.8699,-2.2405,24.96,74,79,4.73,GH,1723124274
360,novyy urgal,51.0736,132.5642,17.08,98,75,2.38,RU,1723124274
361,broken hill,-31.95,141.4333,12.01,54,89,2.61,AU,1723124274
362,rabo de peixe,37.8,-25.5833,25.73,61,20,3.09,PT,1723124274
363,villazon,-22.0866,-65.5942,8.13,5,0,4.52,BO,1723124274
364,camana,-16.6228,-72.7111,16.25,82,39,4.06,PE,1723124274
365,puerto armuelles,8.2833,-82.8667,23.99,89,99,2.24,PA,1723124275
366,chyorny yar,48.0624,46.1091,29.72,31,82,3.55,RU,1723124275
367,gevas,38.2968,43.1083,26.78,29,0,1.82,TR,1723124275
368,castillos,-34.1667,-53.8333,10.7,64,68,4.24,UY,1723124275
369,taltal,-25.4,-70.4833,17.56,50,4,2.97,CL,1723124275
370,hithadhoo,-0.6,73.0833,26.3,73,100,3.46,MV,1723124275
371,saint-philippe,-21.3585,55.7679,22.77,81,73,6.1,RE,1723124275
372,ternate,0.8,127.4,26.66,82,100,1.41,ID,1723124276
373,dzuunmod,48.2199,97.3744,12.41,52,99,1.45,MN,1723124276
374,nemuro,43.3236,145.575,17.88,100,100,5.29,JP,1723124276
375,jacarau,-6.6122,-35.2928,29.15,50,8,6.83,BR,1723124018
376,ulladulla,-35.35,150.4667,11.55,72,100,2.74,AU,1723124276
377,port moresby,-9.4431,147.1797,24.68,88,40,5.14,PG,1723124276
378,saint-denis,48.9167,2.3333,27.91,39,0,4.63,FR,1723124022
379,veraval,20.9,70.3667,27.75,85,100,6.04,IN,1723124277
380,makushino,55.2103,67.2442,17.3,66,96,4.92,RU,1723124025
381,sinabang,2.4803,96.3801,26.54,84,100,1.12,ID,1723124277
382,las heras,-46.5419,-68.9359,3.11,70,100,10.67,AR,1723124277
383,aitape,-3.1374,142.3475,25.86,88,63,2.69,PG,1723124277
384,selfoss,63.9331,-20.9971,11.69,83,86,3.44,IS,1723124277
385,correntina,-13.3433,-44.6367,29.11,30,0,2.55,BR,1723124277
386,saudarkrokur,65.7461,-19.6394,8.51,88,98,3.87,IS,1723124277
387,gaeta,41.2183,13.5628,30.9,75,1,7.04,IT,1723124277
388,nova vicosa,-17.8919,-39.3719,26.82,50,0,3.39,BR,1723124035
389,koppa,13.5304,75.3633,20.81,93,100,1.85,IN,1723124036
390,san juan,-31.5375,-68.5364,4.77,66,20,1.46,AR,1723124278
391,fort-shevchenko,44.5086,50.263,27.18,62,0,5.85,KZ,1723124038
392,novodvinsk,64.4165,40.8122,23.86,31,7,1.69,RU,1723124278
393,kavaratti,10.5669,72.642,27.51,84,100,4.87,IN,1723124278
394,sabancuy,18.9667,-91.1833,28.48,67,12,2.64,MX,1723124278
395,qamdo,31.1667,97.2333,13.4,58,100,1.57,CN,1723124278
396,ravar,31.2656,56.8055,38.66,5,0,5.77,IR,1723124278
397,rezina,47.7492,28.9622,29.27,32,66,6.84,MD,1723124279
398,north platte,41.1239,-100.7654,16.18,93,100,4.12,US,1723124279
399,twentynine palms,34.1356,-116.0542,29.24,31,32,0.48,US,1723124047
400,ventspils,57.3894,21.5606,24.96,61,0,2.06,LV,1723124279
401,ebaye,8.7748,167.7392,29.01,79,40,4.63,MH,1723124279
402,singkil,-7.9855,111.4161,23.67,87,49,2.84,ID,1723124279
403,gofitskoye,45.0792,43.0464,31.84,22,5,3.66,RU,1723124052
404,santa marta de ortigueira,43.6833,-7.85,21.71,79,39,7.18,ES,1723124053
405,hsinchu,24.8036,120.9686,29.94,77,100,1.27,TW,1723124279
406,zag,46.9441,99.165,13.3,70,100,0.84,MN,1723124279
407,floro,61.5996,5.0328,15.04,82,75,7.2,NO,1723124280
408,muborak,39.2553,65.1528,39.87,7,0,3.33,UZ,1723124280
409,andapa,-14.65,49.65,20.98,73,48,1.48,MG,1723124061
410,filey,54.21,-0.2892,19.82,75,100,1.79,GB,1723124280
411,palikir - national government center,6.9248,158.1611,24.41,94,20,1.54,FM,1723124280
412,dzilam gonzalez,21.2833,-88.9333,29.52,64,99,0.32,MX,1723124064
413,el calafate,-50.3408,-72.2768,3.2,78,100,0.41,AR,1723124169
414,shingu,33.7333,135.9833,26.01,91,0,1.63,JP,1723124281
415,i-n-salah,27.1935,2.4607,44.13,7,0,10.61,DZ,1723124067
416,samana,19.2056,-69.3369,27.98,89,20,0.0,DO,1723124281
417,scalea,39.813,15.7956,28.94,66,7,0.87,IT,1723124281
418,shevchenko,48.5,35.0,29.67,26,51,7.49,UA,1723124281
419,as sulayyil,20.4607,45.5779,42.14,9,77,5.71,SA,1723124281
420,nogliki,51.8333,143.1667,11.73,99,100,6.59,RU,1723124281
421,guiuan,11.0333,125.7247,29.38,78,83,3.12,PH,1723124281
422,los frentones,-26.4077,-61.4137,13.15,35,24,4.81,AR,1723124281
423,mili,6.0815,171.735,27.35,76,45,1.09,MH,1723124076
424,hobyo,5.3505,48.5268,25.86,70,24,13.69,SO,1723124282
425,yuzhno-kurilsk,44.0306,145.8556,19.1,100,99,3.49,RU,1723124282
426,mar del plata,-38.0023,-57.5575,8.26,89,100,10.73,AR,1723124098
427,vila velha,-20.3297,-40.2925,27.97,65,0,5.14,BR,1723124080
428,le port,-20.9373,55.2919,23.98,92,84,1.76,RE,1723124082
429,buka,40.8108,69.1986,37.05,11,0,1.39,UZ,1723124282
430,piton saint-leu,-21.2196,55.3151,22.04,73,75,8.75,RE,1723124282
431,fada,7.25,4.0667,28.82,60,85,2.99,NG,1723124283
432,sawakin,19.1059,37.3321,35.54,45,11,6.73,SD,1723124086
433,taoudenni,22.6783,-3.9836,47.15,4,29,8.95,ML,1723124283
434,sougueur,35.1857,1.4961,37.07,20,20,3.6,DZ,1723124089
435,kindia,10.0569,-12.8658,25.93,82,97,1.8,GN,1723124283
436,meadow lake,34.8014,-106.5436,24.32,39,3,1.72,US,1723124283
437,tommot,58.9564,126.2925,12.65,82,0,1.46,RU,1723124283
438,balakhta,55.38,91.6,16.7,93,100,2.14,RU,1723124093
439,alofi,-19.0595,-169.9187,20.94,56,40,4.12,NU,1723124284
440,antsiranana,-12.2787,49.2917,27.42,44,20,10.8,MG,1723124284
441,melfort,52.8667,-104.6177,7.07,93,39,1.03,CA,1723124159
442,chimoio,-19.1164,33.4833,25.92,50,40,3.58,MZ,1723124284
443,dellys,36.9172,3.9131,28.16,69,15,2.59,DZ,1723124284
444,porto novo,6.4965,2.6036,26.9,59,100,5.73,BJ,1723124284
445,quatre cocos,-20.2078,57.7625,24.06,76,24,6.07,MU,1723124284
446,saldanha,-33.0117,17.9442,12.03,88,100,11.22,ZA,1723124284
447,albertina,-22.2008,-46.6158,27.71,25,0,3.28,BR,1723124284
448,alesd,47.0667,22.4167,29.23,26,43,3.84,RO,1723124106
449,broome,42.2506,-75.833,19.55,87,100,4.63,US,1723124285
450,mayya,61.7333,130.2811,13.62,71,88,1.17,RU,1723124108
451,east wittering,50.7697,-0.8744,19.1,82,100,4.02,GB,1723124110
452,marahra,27.7333,78.5833,27.58,81,51,2.59,IN,1723124111
453,labytnangi,66.6572,66.4183,16.76,51,92,4.18,RU,1723124285
454,wanganui,-39.9333,175.05,6.45,95,12,1.47,NZ,1723124285
455,pemangkat,1.1667,108.9667,23.96,96,100,3.32,ID,1723124285
456,wau,7.7029,27.9953,32.31,42,61,3.07,SS,1723124285
457,ascension,30.2169,-90.9001,29.0,81,0,2.57,US,1723124116
458,fort mcmurray,56.7268,-111.381,7.77,87,0,1.54,CA,1723124286
459,korla,41.7597,86.1469,27.69,30,0,3.9,CN,1723124286
460,callao,-12.0667,-77.15,15.95,82,100,0.51,PE,1723124120
461,shimoda,34.6667,138.95,26.17,87,0,1.55,JP,1723124121
462,hami,42.8,93.45,20.18,73,100,1.21,CN,1723124286
463,nyagan,62.1406,65.3936,15.56,54,30,2.23,RU,1723124286
464,vila franca do campo,37.7167,-25.4333,26.23,56,0,2.44,PT,1723124125
465,sainyabuli,19.25,101.75,23.74,97,12,0.85,LA,1723124286
466,waat,51.1454,6.4958,24.34,59,20,2.06,DE,1723124286
467,ibiza,38.9088,1.433,30.9,63,0,6.17,ES,1723124286
468,barakani,-12.1356,44.4317,25.13,66,54,1.72,KM,1723124287
469,bikenibeu village,1.3673,173.1241,27.98,74,75,1.54,KI,1723124287
470,kourou,5.1552,-52.6478,31.03,61,53,2.93,GF,1723124017
471,tabas,33.5959,56.9244,45.08,6,0,6.75,IR,1723124133
472,belmonte,-15.8631,-38.8828,25.89,54,22,2.78,BR,1723124134
473,muscat,23.6139,58.5922,30.01,67,100,4.39,OM,1723124287
474,mount darwin,-16.7725,31.5838,28.27,20,5,3.17,ZW,1723124287
475,trondheim,63.4305,10.3951,23.05,61,100,0.45,NO,1723124287
476,seybaplaya,19.65,-90.6667,26.7,70,100,2.61,MX,1723124287
477,champua,22.0833,85.6667,26.45,84,100,2.16,IN,1723124140
478,trincomalee,8.5711,81.2335,28.13,76,99,1.8,LK,1723124288
479,tavrichanka,43.3378,131.8639,23.92,88,2,1.32,RU,1723124288
480,lijiang,26.8688,100.2207,15.86,95,36,1.24,CN,1723124288
481,bharuch,21.7,72.9667,27.54,81,100,5.75,IN,1723124288
482,byron bay,-28.65,153.6167,10.39,71,91,1.72,AU,1723124288
483,berdigestyakh,62.0989,126.6992,12.12,69,92,1.18,RU,1723124288
484,altagracia de orituco,9.8601,-66.3814,29.53,61,28,1.66,VE,1723124149
485,brookings,44.3114,-96.7984,14.47,97,40,4.12,US,1723124288
486,el abiodh sidi cheikh,32.893,0.5484,39.89,11,2,8.14,DZ,1723124151
487,yeraliyev,43.2,51.65,28.38,47,0,8.91,KZ,1723124152
488,luderitz,-26.6481,15.1594,15.22,71,2,4.63,NA,1723124153
489,ostersund,63.1792,14.6357,19.25,82,40,5.14,SE,1723124289
490,kongsberg,59.6652,9.6465,21.22,47,66,4.82,NO,1723124289
491,hadibu,12.65,54.0333,27.17,73,11,6.61,YE,1723124289
492,boyolangu,-8.1181,111.8935,23.47,95,97,2.53,ID,1723124289
493,dolores,-36.3132,-57.6792,8.29,92,94,1.78,AR,1723124289
494,santa terezinha,-29.9002,-50.0904,14.61,91,89,3.0,BR,1723124290
495,richards bay,-28.783,32.0377,28.13,35,0,4.42,ZA,1723124162
496,pamanukan,-6.2842,107.8106,26.84,72,13,3.57,ID,1723124290
497,la passe,45.5549,-0.8967,28.13,50,4,4.88,FR,1723124290
498,olyokminsk,60.3736,120.4264,16.89,70,76,1.68,RU,1723124290
499,leava,-14.3,-178.1667,25.63,64,95,8.4,WF,1723124290
500,tocopilla,-22.092,-70.1979,17.76,70,0,4.82,CL,1723124290
501,greenbrier,36.4276,-86.8047,24.55,93,100,3.6,US,1723124169
502,midvagur,62.0511,-7.1939,11.46,93,100,8.23,FO,1723124290
503,ormara,25.2088,64.6357,28.36,87,13,5.28,PK,1723124171
504,kuta,-8.7233,115.1723,25.97,89,20,5.14,ID,1723124172
505,cannonvale,-20.2833,148.7,19.66,83,34,7.15,AU,1723124291
506,patnanungan,14.7833,122.1833,28.83,77,85,8.5,PH,1723124291
507,san cristobal verapaz,15.3833,-90.4,14.31,100,0,0.0,GT,1723124291
508,juneau,58.3019,-134.4197,12.0,87,0,0.0,US,1723124177
509,karoi,-16.8099,29.6925,27.47,18,5,2.07,ZW,1723124291
510,sidi khaled,34.387,4.9879,43.18,12,1,2.3,DZ,1723124291
511,lorengau,-2.0226,147.2712,27.25,83,8,3.78,PG,1723124291
512,severo-yeniseyskiy,60.3725,93.0408,14.65,80,96,0.62,RU,1723124181
513,aswan,24.0934,32.907,41.61,20,0,2.57,EG,1723124183
514,sopo,4.9075,-73.9384,12.01,61,68,1.59,CO,1723124033
515,antofagasta,-23.65,-70.4,13.6,62,2,4.33,CL,1723124060
516,hurfeish,33.0171,35.3484,28.11,66,0,4.76,IL,1723124292
517,yeed,4.55,43.0333,32.67,32,22,8.69,SO,1723124292
518,male,4.1748,73.5089,28.97,84,75,0.0,MV,1723124292
519,mogocha,53.7333,119.7667,15.38,75,100,1.16,RU,1723124189
520,kolonia,50.9333,6.95,24.86,52,20,2.57,DE,1723124289
521,brisas de zicatela,15.8369,-97.0419,27.9,78,100,2.92,MX,1723124292
522,scarborough,54.2797,-0.4044,19.76,75,100,2.24,GB,1723124193
523,inari,68.906,27.0288,23.31,30,4,4.42,FI,1723124294
524,bethanie,-26.4833,17.15,20.22,13,0,12.44,NA,1723124294
525,salekhard,66.53,66.6019,16.77,51,93,3.93,RU,1723124294
526,ryhill,53.622,-1.4107,18.5,85,100,5.63,GB,1723124294
527,suntar,62.1444,117.6319,15.77,56,10,1.94,RU,1723124294
528,greymouth,-42.4667,171.2,6.47,89,100,2.98,NZ,1723124294
529,amos,48.5669,-78.1162,16.7,64,100,2.88,CA,1723124204
530,uchkeken,43.9378,42.5117,23.33,49,95,1.34,RU,1723124295
531,belgrade,44.804,20.4651,31.69,30,0,3.09,RS,1723124097
532,chinnachowk,14.4752,78.8354,28.64,73,99,1.78,IN,1723124295
533,coronel suarez,-37.4547,-61.9334,6.14,64,100,8.35,AR,1723124295
534,charters towers,-20.1,146.2667,17.92,77,100,5.51,AU,1723124295
535,hafar al-batin,28.4328,45.9708,45.32,5,0,5.14,SA,1723124295
536,griffith,41.5284,-87.4237,23.59,85,0,0.0,US,1723124295
537,soto la marina,23.7667,-98.2167,27.66,79,19,1.06,MX,1723124295
538,bornu yassu,12.2774,12.5552,30.83,54,99,5.81,NG,1723124295
539,cavalaire-sur-mer,43.174,6.5272,37.4,51,46,3.17,FR,1723124216
540,inarajan village,13.2736,144.7484,27.54,94,98,2.1,GU,1723124296
541,pariaman,-0.619,100.12,29.03,83,55,3.1,ID,1723124296
542,armacao de buzios,-22.7469,-41.8817,32.09,55,0,2.98,BR,1723124006
543,piacabucu,-10.4056,-36.4344,24.95,82,51,4.88,BR,1723124296
544,argo,37.6333,22.7333,33.77,36,33,2.48,GR,1723124221
545,magistral'nyy,56.1725,107.4458,15.83,77,6,1.05,RU,1723124296
546,guerrero negro,27.9769,-114.0611,21.83,72,0,4.44,MX,1723124296
547,yeniseysk,58.4497,92.1703,18.31,77,100,1.18,RU,1723124296
548,belle fourche,44.6714,-103.8522,14.62,75,100,2.74,US,1723124296
549,bulanik,39.0929,42.2703,32.59,17,2,0.82,TR,1723124297
550,portland,45.5234,-122.6762,18.66,85,20,2.57,US,1723124296
551,santa maria,-29.6842,-53.8069,11.61,82,75,1.54,BR,1723124093
552,auki,-8.7676,160.7034,24.4,93,100,0.73,SB,1723124297
